"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT A2 Sequest HT"	"Number of Peptides by Search Engine A2 Sequest HT"	"Abundance F27 Control"	"Abundance F28 Control"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Found in Sample in S27 F27 Control"	"Found in Sample in S28 F28 Control"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"ENOG411CUA1"	"ENOG411CUA1"	"0.003"	"False"	"2.766"	"1"	"1"	"1"	"1"	"3032"	"333.0"	"4.92"	"2.94"	"1"	"19955.091796875"	""	"226402.515625"	"248123.5625"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSEU"	"ENOG411CSEU"	"0.003"	"False"	"2.765"	"4"	"1"	"1"	"1"	"626"	"68.2"	"8.54"	"2.09"	"1"	"58666.28125"	"43859.9453125"	"195814.109375"	""	"Peak Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV3Q"	"ENOG411CV3Q"	"0.003"	"False"	"2.763"	"3"	"1"	"2"	"1"	"926"	"104.0"	"5.33"	"4.45"	"1"	""	""	"94368.296875"	"107698.859375"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT03"	"ENOG411CT03"	"0.003"	"False"	"2.761"	"0"	"1"	"2"	"1"	"1846"	"205.9"	"6.86"	"4.90"	"1"	"126134.0859375"	"202657.703125"	"506885.90625"	"552509.5"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D061"	"ENOG411D061"	"0.003"	"False"	"2.748"	"3"	"1"	"2"	"1"	"1252"	"138.5"	"6.51"	"4.67"	"1"	"54605.625"	"67573.8828125"	"561493.0625"	"558637.75"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DF3H"	"ENOG411DF3H"	"0.003"	"False"	"2.745"	"0"	"1"	"2"	"1"	"8216"	"921.0"	"4.58"	"3.84"	"1"	"266424.40625"	"245510.75"	"691575.875"	"686646.75"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQTP"	"ENOG411CQTP"	"0.003"	"False"	"2.744"	"1"	"1"	"1"	"1"	"5855"	"667.4"	"5.45"	"1.68"	"1"	""	""	"226091.40625"	"157741.703125"	"Not Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D520"	"ENOG411D520"	"0.003"	"False"	"2.744"	"6"	"1"	"3"	"1"	"181"	"20.8"	"10.10"	"7.06"	"1"	"706650.6875"	"873149.5"	"2261756.75"	"2248699.25"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CS3Y"	"ENOG411CS3Y"	"0.003"	"False"	"2.738"	"1"	"1"	"3"	"1"	"2137"	"243.5"	"8.21"	"6.29"	"1"	"769609.6875"	"798625.4375"	"1808241.375"	"1756858.75"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPDQ"	"ENOG411CPDQ"	"0.003"	"False"	"2.734"	"1"	"1"	"4"	"1"	"6176"	"676.5"	"7.11"	"7.52"	"1"	"1039177.125"	"1089853.25"	"1783968.625"	"1850584.375"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DEKD"	"ENOG411DEKD"	"0.003"	"False"	"2.730"	"1"	"1"	"1"	"1"	"2013"	"228.9"	"7.83"	"2.17"	"1"	""	"52872.72265625"	"210545.671875"	""	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWTY"	"ENOG411CWTY"	"0.003"	"False"	"2.727"	"1"	"1"	"2"	"1"	"2193"	"245.4"	"7.75"	"0.00"	"1"	""	""	""	""	"Not Found"	"High"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVXS"	"ENOG411CVXS"	"0.003"	"False"	"2.725"	"6"	"1"	"2"	"1"	"509"	"59.8"	"9.52"	"3.36"	"1"	"264640.71875"	"267968.75"	"572419.875"	"565318.8125"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D49A"	"ENOG411D49A"	"0.004"	"False"	"2.719"	"17"	"1"	"2"	"1"	"96"	"10.0"	"11.80"	"4.41"	"1"	"1286159.5"	"1203076.625"	"1263770"	"1264326.25"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss [N-Term]"
"False"	"High"	"IsMasterProtein"	"ENOG411CT7Q"	"ENOG411CT7Q"	"0.004"	"False"	"2.713"	"5"	"1"	"2"	"1"	"465"	"51.4"	"4.59"	"5.19"	"1"	"85428.6015625"	"90716.75"	"482287.9375"	"454066.75"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUQ6"	"ENOG411CUQ6"	"0.004"	"False"	"2.708"	"5"	"1"	"1"	"1"	"1229"	"136.5"	"9.17"	"2.25"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYZW"	"ENOG411CYZW"	"0.004"	"False"	"2.705"	"1"	"1"	"3"	"1"	"1519"	"171.8"	"5.55"	"7.20"	"1"	"32301.892578125"	"81758.21875"	"147520.359375"	"156504.71875"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU4S"	"ENOG411CU4S"	"0.004"	"False"	"2.705"	"2"	"1"	"1"	"1"	"1813"	"204.5"	"5.02"	"2.48"	"1"	"100779.125"	"79448.6171875"	"432584.875"	""	"High"	"Peak Found"	"Peak Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWGV"	"ENOG411CWGV"	"0.004"	"False"	"2.702"	"3"	"1"	"1"	"1"	"1031"	"115.4"	"9.55"	"1.81"	"1"	"195011.0625"	"219588.53125"	"287587.25"	"293096.15625"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D4H9"	"ENOG411D4H9"	"0.004"	"False"	"2.698"	"9"	"1"	"1"	"1"	"292"	"33.6"	"9.57"	"0.00"	"1"	"241918.546875"	"215126"	"191386.96875"	"243499"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSSV"	"ENOG411CSSV"	"0.004"	"False"	"2.696"	"2"	"1"	"2"	"1"	"1069"	"121.5"	"5.45"	"4.29"	"1"	"94587.625"	"99812.28125"	"245154.0625"	"225448.484375"	"High"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRES"	"ENOG411CRES"	"0.004"	"False"	"2.695"	"3"	"1"	"3"	"1"	"505"	"57.2"	"7.28"	"1.62"	"1"	""	""	""	""	"High"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWDI"	"ENOG411CWDI"	"0.004"	"False"	"2.689"	"5"	"1"	"1"	"1"	"710"	"78.3"	"5.96"	"1.80"	"1"	"158279.421875"	"172301.28125"	"89187.5390625"	"114324.6171875"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWF5"	"ENOG411CWF5"	"0.004"	"False"	"2.687"	"0"	"1"	"2"	"1"	"8050"	"917.4"	"8.66"	"4.65"	"1"	"30079.22265625"	"30195.9453125"	"336199.6875"	"308339.1875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZAX"	"ENOG411CZAX"	"0.004"	"False"	"2.680"	"3"	"1"	"1"	"1"	"792"	"89.6"	"5.38"	"1.94"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1B0"	"ENOG411D1B0"	"0.004"	"False"	"2.680"	"7"	"1"	"1"	"1"	"381"	"43.9"	"4.75"	"2.79"	"1"	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZU4"	"ENOG411CZU4"	"0.004"	"False"	"2.679"	"2"	"1"	"1"	"1"	"2239"	"253.6"	"7.12"	"1.93"	"1"	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ7R"	"ENOG411CZ7R"	"0.004"	"False"	"2.678"	"1"	"1"	"3"	"1"	"4646"	"508.9"	"7.31"	"6.29"	"1"	"314143.90625"	"310527.09375"	"390927.09375"	"496982.59375"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVUS"	"ENOG411CVUS"	"0.004"	"False"	"2.675"	"2"	"1"	"4"	"1"	"465"	"51.4"	"7.03"	"8.39"	"1"	"153249.4375"	"125305.9140625"	"384985.34375"	"392187.71875"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX35"	"ENOG411CX35"	"0.004"	"False"	"2.674"	"3"	"1"	"2"	"1"	"1406"	"150.5"	"9.39"	"4.42"	"1"	"202546.484375"	"235140.375"	""	""	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D0E2"	"ENOG411D0E2"	"0.004"	"False"	"2.662"	"0"	"1"	"1"	"1"	"4377"	"494.2"	"7.03"	"2.34"	"1"	"23491.66015625"	"45886.70703125"	"158913.640625"	"153074.640625"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXXZ"	"ENOG411CXXZ"	"0.004"	"False"	"2.644"	"1"	"1"	"3"	"1"	"2077"	"231.3"	"9.13"	"6.50"	"1"	"844649.34375"	"852355.546875"	"1414409.1875"	"1466057.3125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3JZ"	"ENOG411D3JZ"	"0.004"	"False"	"2.643"	"9"	"1"	"3"	"1"	"272"	"30.1"	"9.19"	"6.11"	"1"	"173444.421875"	"188329.46875"	"393511.6875"	"424207.8125"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQW1"	"ENOG411CQW1"	"0.004"	"False"	"2.637"	"0"	"1"	"2"	"1"	"4376"	"496.2"	"6.21"	"4.69"	"1"	"21045.25"	"12181.748046875"	"94522.4765625"	"96833.5234375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWF6"	"ENOG411CWF6"	"0.004"	"False"	"2.636"	"1"	"1"	"1"	"1"	"4491"	"501.6"	"8.43"	"1.99"	"1"	"303612.71875"	"270695.71875"	"377821.875"	"368927"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU32"	"ENOG411CU32"	"0.004"	"False"	"2.631"	"6"	"1"	"2"	"1"	"891"	"99.5"	"5.36"	"1.67"	"1"	""	""	""	""	"High"	"High"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CUNQ"	"ENOG411CUNQ"	"0.004"	"False"	"2.626"	"8"	"1"	"2"	"1"	"1336"	"152.1"	"8.59"	"4.99"	"1"	""	""	"516332.1875"	"568313.875"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV5S"	"ENOG411CV5S"	"0.004"	"False"	"2.620"	"2"	"1"	"3"	"1"	"524"	"57.1"	"4.60"	"6.46"	"1"	"392200.25"	"377348.3125"	"724240.1875"	"757944.625"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZZW"	"ENOG411CZZW"	"0.004"	"False"	"2.617"	"2"	"1"	"2"	"1"	"2929"	"326.7"	"6.70"	"4.21"	"1"	"38668.73046875"	"42399.84765625"	"226186.578125"	"240618.671875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D009"	"ENOG411D009"	"0.004"	"False"	"2.613"	"2"	"1"	"3"	"1"	"1680"	"189.2"	"6.58"	"6.39"	"1"	"158069.546875"	"268971.15625"	"352079.46875"	"353575.28125"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWCG"	"ENOG411CWCG"	"0.004"	"False"	"2.607"	"1"	"1"	"2"	"1"	"1739"	"188.3"	"6.92"	"4.50"	"1"	"840495.9375"	"751042.4375"	"1354114"	"1333884.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX1E"	"ENOG411CX1E"	"0.004"	"False"	"2.604"	"7"	"1"	"2"	"1"	"363"	"41.0"	"9.19"	"4.72"	"1"	"62324.84765625"	"69245.484375"	"284150.0625"	"234149.546875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXWF"	"ENOG411CXWF"	"0.004"	"False"	"2.587"	"4"	"1"	"3"	"1"	"212"	"22.8"	"6.52"	"6.71"	"1"	"194640.609375"	"196353.96875"	"501084.8125"	"548591.25"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYK0"	"ENOG411CYK0"	"0.004"	"False"	"2.586"	"2"	"1"	"4"	"1"	"1793"	"196.8"	"7.97"	"8.83"	"1"	"3228598.25"	"3370193"	"9407579"	"8213887.5"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVQ5"	"ENOG411CVQ5"	"0.004"	"False"	"2.576"	"1"	"1"	"1"	"1"	"5460"	"621.4"	"5.66"	"2.38"	"1"	""	"35607.5390625"	"140170.75"	"198052.65625"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DAJB"	"ENOG411DAJB"	"0.005"	"False"	"2.572"	"3"	"1"	"1"	"1"	"620"	"69.4"	"8.73"	"0.00"	"1"	"113210.6953125"	"104378.2421875"	"64406.08203125"	"65021.22265625"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXVT"	"ENOG411CXVT"	"0.006"	"False"	"2.554"	"1"	"1"	"1"	"1"	"2045"	"235.8"	"6.80"	"2.31"	"1"	"947436.125"	"1002913.3125"	"2846870.25"	"2883878.5"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVZW"	"ENOG411CVZW"	"0.006"	"False"	"2.554"	"3"	"1"	"2"	"1"	"631"	"70.0"	"6.54"	"4.46"	"1"	"254125.796875"	"232656.328125"	"119087.9609375"	"85693.8046875"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX01"	"ENOG411CX01"	"0.006"	"False"	"2.553"	"4"	"1"	"2"	"1"	"271"	"31.3"	"7.96"	"5.07"	"1"	"754733.625"	"725068.0625"	"655133.3125"	"636419.75"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DGFX"	"ENOG411DGFX"	"0.006"	"False"	"2.549"	"2"	"1"	"2"	"1"	"787"	"91.1"	"9.67"	"4.47"	"1"	"1544888.875"	"2904108"	"473055.9375"	"460015.34375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSJV"	"ENOG411CSJV"	"0.006"	"False"	"2.539"	"1"	"1"	"1"	"1"	"4597"	"523.2"	"8.62"	"0.00"	"1"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQIC"	"ENOG411CQIC"	"0.006"	"False"	"2.528"	"1"	"1"	"1"	"1"	"1986"	"225.7"	"8.05"	"2.62"	"1"	"20107.37109375"	"32524.33984375"	"158068.203125"	"132368.9375"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSUW"	"ENOG411CSUW"	"0.006"	"False"	"2.526"	"2"	"1"	"1"	"1"	"597"	"67.3"	"5.81"	"1.86"	"1"	"44418.609375"	"53973.2421875"	"334495.875"	"339849.3125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CP4T"	"ENOG411CP4T"	"0.007"	"False"	"2.517"	"3"	"1"	"1"	"1"	"737"	"82.5"	"8.62"	"2.15"	"1"	""	""	""	""	"Not Found"	"Not Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D3HJ"	"ENOG411D3HJ"	"0.007"	"False"	"2.511"	"2"	"1"	"2"	"1"	"766"	"87.2"	"5.31"	"4.32"	"1"	"929549.1875"	"975262.875"	"854731"	"808502.4375"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYJ8"	"ENOG411CYJ8"	"0.007"	"False"	"2.511"	"3"	"1"	"2"	"1"	"318"	"36.7"	"6.28"	"5.08"	"1"	""	""	"248560.421875"	"255834.125"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZW8"	"ENOG411CZW8"	"0.008"	"False"	"2.505"	"4"	"1"	"1"	"1"	"569"	"61.6"	"8.72"	"2.20"	"1"	"103089.421875"	"108056.546875"	"74542.6171875"	"69274.9921875"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CW8U"	"ENOG411CW8U"	"0.008"	"False"	"2.498"	"2"	"1"	"2"	"1"	"1140"	"124.7"	"8.29"	"4.25"	"1"	""	"27982.052734375"	"286414.625"	"339956.03125"	"Not Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CWEC"	"ENOG411CWEC"	"0.008"	"False"	"2.495"	"1"	"1"	"1"	"1"	"1605"	"181.2"	"6.77"	"2.47"	"1"	"368894.6875"	"335404.84375"	"509663.34375"	"626852.125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CT83"	"ENOG411CT83"	"0.008"	"False"	"2.489"	"5"	"1"	"2"	"1"	"822"	"90.0"	"6.68"	"2.30"	"1"	""	""	""	""	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CY7W"	"ENOG411CY7W"	"0.008"	"False"	"2.488"	"1"	"1"	"1"	"1"	"3120"	"357.4"	"7.84"	"1.80"	"1"	"26722.28125"	"41268.2734375"	"209891.109375"	"200445.25"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411D1GN"	"ENOG411D1GN"	"0.008"	"False"	"2.482"	"8"	"1"	"1"	"1"	"168"	"19.2"	"6.54"	"2.17"	"1"	""	""	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU0H"	"ENOG411CU0H"	"0.008"	"False"	"2.482"	"2"	"1"	"2"	"1"	"609"	"71.0"	"7.33"	"4.39"	"1"	""	"47783.4140625"	"163402.6875"	"104472.1796875"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZMR"	"ENOG411CZMR"	"0.008"	"False"	"2.476"	"5"	"1"	"1"	"1"	"199"	"23.0"	"7.69"	"1.95"	"1"	"70654.7578125"	"84396.09375"	"266274.375"	"271294.78125"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411DDEQ"	"ENOG411DDEQ"	"0.008"	"False"	"2.443"	"5"	"1"	"2"	"1"	"331"	"35.9"	"6.81"	"4.01"	"1"	"48013.9453125"	"30717.439453125"	"156248.984375"	"156519.3125"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPVC"	"ENOG411CPVC"	"0.009"	"False"	"2.423"	"4"	"1"	"2"	"1"	"548"	"59.1"	"11.28"	"5.21"	"1"	"360934.53125"	"348904.40625"	"475609.1875"	"488650.21875"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CV7C"	"ENOG411CV7C"	"0.009"	"False"	"2.423"	"0"	"1"	"1"	"1"	"5536"	"624.7"	"7.12"	"1.82"	"1"	"46349.33203125"	"55123.2734375"	"166808.375"	"186325.421875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CVTR"	"ENOG411CVTR"	"0.009"	"False"	"2.412"	"3"	"1"	"1"	"1"	"1526"	"165.9"	"10.42"	"1.96"	"1"	"270441.84375"	"255161.109375"	"364322.34375"	"349039.46875"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXMX"	"ENOG411CXMX"	"0.009"	"False"	"2.409"	"1"	"1"	"2"	"1"	"803"	"89.9"	"4.91"	"3.90"	"1"	"179598.71875"	"135421.53125"	"286504.46875"	"306992.84375"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CZ0M"	"ENOG411CZ0M"	"0.009"	"False"	"2.408"	"1"	"1"	"1"	"1"	"2060"	"230.2"	"7.68"	"1.74"	"1"	"97704.015625"	"120030.09375"	"194610.765625"	"219148.875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRXS"	"ENOG411CRXS"	"0.009"	"False"	"2.408"	"2"	"1"	"1"	"1"	"963"	"108.3"	"6.46"	"1.77"	"1"	"118076.2578125"	"121031.859375"	"474838.40625"	"433214.9375"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXKK"	"ENOG411CXKK"	"0.009"	"False"	"2.401"	"2"	"1"	"1"	"1"	"1707"	"194.6"	"7.02"	"2.16"	"1"	"113005.921875"	"89937.90625"	"187674.6875"	"185336.71875"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPCU"	"ENOG411CPCU"	"0.009"	"False"	"2.400"	"2"	"1"	"3"	"1"	"1605"	"176.4"	"8.54"	"5.87"	"1"	"616176"	"582740.25"	"898138.75"	"794032.375"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQB7"	"ENOG411CQB7"	"0.009"	"False"	"2.400"	"1"	"1"	"1"	"1"	"5512"	"609.2"	"5.08"	"2.32"	"1"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYPU"	"ENOG411CYPU"	"0.009"	"False"	"2.396"	"6"	"1"	"1"	"1"	"201"	"22.0"	"6.57"	"1.88"	"1"	"64730.18359375"	"76211.8125"	"281852.15625"	"305920.125"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX41"	"ENOG411CX41"	"0.009"	"False"	"2.391"	"2"	"1"	"1"	"1"	"1341"	"158.1"	"6.15"	"1.92"	"1"	"135127.625"	"163100.765625"	"277188.625"	"291879.21875"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CTWB"	"ENOG411CTWB"	"0.009"	"False"	"2.391"	"2"	"1"	"2"	"1"	"933"	"103.7"	"6.52"	"4.72"	"1"	"134895.375"	"140329.84375"	"651979.8125"	"593360"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CRXM"	"ENOG411CRXM"	"0.009"	"False"	"2.390"	"2"	"1"	"2"	"1"	"1157"	"125.6"	"6.81"	"4.46"	"1"	"417002.4375"	"440577.28125"	"1139994.75"	"1079628.5"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CX25"	"ENOG411CX25"	"0.009"	"False"	"2.386"	"4"	"1"	"1"	"1"	"275"	"31.3"	"4.92"	"2.42"	"1"	"707826.5"	"713042.25"	"1145753"	"1045893.375"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CXUY"	"ENOG411CXUY"	"0.009"	"False"	"2.385"	"1"	"1"	"2"	"1"	"2101"	"237.5"	"6.65"	"4.79"	"1"	"37095.71875"	"34447.44921875"	"336170.34375"	"283147.40625"	"Peak Found"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CU1Y"	"ENOG411CU1Y"	"0.009"	"False"	"2.385"	"0"	"1"	"1"	"1"	"3635"	"419.3"	"6.67"	"2.53"	"1"	"139497.296875"	"125726.1328125"	"210240.171875"	"239039.921875"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CSPQ"	"ENOG411CSPQ"	"0.009"	"False"	"2.384"	"1"	"1"	"1"	"1"	"1123"	"123.4"	"6.35"	"1.91"	"1"	""	"18192.77734375"	"64160.87109375"	""	"Not Found"	"Peak Found"	"High"	"Not Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CYY7"	"ENOG411CYY7"	"0.009"	"False"	"2.384"	"6"	"1"	"1"	"1"	"175"	"20.3"	"9.98"	"2.25"	"1"	"434178.4375"	"392601.09375"	"775281"	"753478.8125"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CQSW"	"ENOG411CQSW"	"0.009"	"False"	"2.377"	"4"	"1"	"2"	"1"	"411"	"47.1"	"5.87"	"3.64"	"1"	"2605168.5"	"2542521.75"	"2386892.75"	"2503518.5"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"ENOG411CPZH"	"ENOG411CPZH"	"0.009"	"False"	"2.377"	"2"	"1"	"3"	"1"	"1278"	"140.7"	"6.37"	"3.90"	"1"	"183824.984375"	"215495.546875"	"377002.46875"	"381585.0625"	"High"	"Peak Found"	"High"	"High"	"1"	""
